"TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","SEXISTAT1","Sesso","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y6-10","6-10 anni","2023","2023",86.5,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2022","2022",1005,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2023","2023",1011,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y11-14","11-14 anni","2022","2022",1581,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y11-14","11-14 anni","2023","2023",1576,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y15-17","15-17 anni","2022","2022",470,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y15-17","15-17 anni","2023","2023",490,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y20-24","20-24 anni","2022","2022",78.1,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y20-24","20-24 anni","2023","2023",79.9,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2022","2022",42.3,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2023","2023",42.4,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2022","2022",2100,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2023","2023",2074,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2022","2022",2928,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2023","2023",2850,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y60-64","60-64 anni","2022","2022",1564,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y60-64","60-64 anni","2023","2023",1607,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y20-24","20-24 anni","2022","2022",68.8,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y20-24","20-24 anni","2023","2023",68.5,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y6-10","6-10 anni","2022","2022",70.6,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y6-10","6-10 anni","2023","2023",69.9,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y60-64","60-64 anni","2022","2022",34.8,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y60-64","60-64 anni","2023","2023",37.8,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y55-59","55-59 anni","2022","2022",40.5,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y55-59","55-59 anni","2023","2023",41.3,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2022","2022",69.7,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2023","2023",66.4,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","2022","2022",646,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","2023","2023",607,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y65-74","65-74 anni","2022","2022",1860,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y65-74","65-74 anni","2023","2023",1931,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y3-5","3-5 anni","2022","2022",254,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y3-5","3-5 anni","2023","2023",256,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y45-54","45-54 anni","2022","2022",2958,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y45-54","45-54 anni","2023","2023",3010,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y_GE3","3 anni e più","2022","2022",35402,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y_GE3","3 anni e più","2023","2023",35049,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2022","2022",66.3,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2023","2023",61.7,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y25-34","25-34 anni","2022","2022",79.6,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y25-34","25-34 anni","2023","2023",80.1,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y60-64","60-64 anni","2022","2022",63.2,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y60-64","60-64 anni","2023","2023",63.8,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2022","2022",54.4,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2023","2023",54.3,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y55-59","55-59 anni","2022","2022",60.5,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y55-59","55-59 anni","2023","2023",58.9,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2022","2022",4665,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2023","2023",4304,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y3-5","3-5 anni","2022","2022",933,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y3-5","3-5 anni","2023","2023",905,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2022","2022",76.9,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2023","2023",76.5,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-34","25-34 anni","2022","2022",81.5,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-34","25-34 anni","2023","2023",81.5,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y3-5","3-5 anni","2022","2022",932,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y3-5","3-5 anni","2023","2023",906,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y15-17","15-17 anni","2022","2022",731,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y15-17","15-17 anni","2023","2023",633,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2022","2022",1849,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2023","2023",1882,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y18-19","18-19 anni","2022","2022",346,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y18-19","18-19 anni","2023","2023",306,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2022","2022",1907,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2023","2023",2073,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2022","2022",2139,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2023","2023",2097,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2022","2022",5659,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2023","2023",5558,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y65-74","65-74 anni","2022","2022",68.9,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y65-74","65-74 anni","2023","2023",65.7,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y15-17","15-17 anni","2022","2022",47,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y15-17","15-17 anni","2023","2023",49.1,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y60-64","60-64 anni","2022","2022",75.2,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y60-64","60-64 anni","2023","2023",76,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y20-24","20-24 anni","2022","2022",82.2,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y20-24","20-24 anni","2023","2023",82.6,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2022","2022",1642,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2023","2023",1580,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE3","3 anni e più","2022","2022",81.5,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE3","3 anni e più","2023","2023",80.9,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y3-5","3-5 anni","2022","2022",672,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y3-5","3-5 anni","2023","2023",602,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y65-74","65-74 anni","2022","2022",58.6,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y65-74","65-74 anni","2023","2023",58,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y18-19","18-19 anni","2022","2022",375,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y18-19","18-19 anni","2023","2023",394,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","2022","2022",44.7,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","2023","2023",51.2,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2022","2022",851,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2023","2023",794,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2022","2022",587,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2023","2023",625,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","2022","2022",1662,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","2023","2023",1765,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y_GE3","3 anni e più","2022","2022",18473,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y_GE3","3 anni e più","2023","2023",17617,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y15-17","15-17 anni","2022","2022",55.4,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y15-17","15-17 anni","2023","2023",52.6,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2022","2022",65.7,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2023","2023",63.7,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-34","25-34 anni","2022","2022",65.1,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-34","25-34 anni","2023","2023",60.9,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y15-17","15-17 anni","2022","2022",396,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y15-17","15-17 anni","2023","2023",375,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2022","2022",871,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2023","2023",899,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE75","75 anni e più","2022","2022",69.3,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE75","75 anni e più","2023","2023",69.7,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y6-10","6-10 anni","2022","2022",725,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y6-10","6-10 anni","2023","2023",819,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2022","2022",60.9,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2023","2023",61.8,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y6-10","6-10 anni","2022","2022",45.8,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y6-10","6-10 anni","2023","2023",47.7,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y3-5","3-5 anni","2022","2022",456,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y3-5","3-5 anni","2023","2023",412,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y11-14","11-14 anni","2022","2022",70.3,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y11-14","11-14 anni","2023","2023",70.5,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2022","2022",2269,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2023","2023",2385,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y11-14","11-14 anni","2022","2022",839,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y11-14","11-14 anni","2023","2023",883,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","2022","2022",70.3,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","2023","2023",69.2,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y15-17","15-17 anni","2022","2022",448,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y15-17","15-17 anni","2023","2023",377,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE3","3 anni e più","2022","2022",61.8,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE3","3 anni e più","2023","2023",60.4,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2022","2022",5500,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2023","2023",5546,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2022","2022",1174,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2023","2023",1284,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2022","2022",855,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2023","2023",849,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2022","2022",4035,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2023","2023",4186,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-54","45-54 anni","2022","2022",39.2,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-54","45-54 anni","2023","2023",40.5,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y20-24","20-24 anni","2022","2022",2036,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y20-24","20-24 anni","2023","2023",1991,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE3","3 anni e più","2022","2022",58.8,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE3","3 anni e più","2023","2023",59.6,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y60-64","60-64 anni","2022","2022",1368,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y60-64","60-64 anni","2023","2023",1431,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y_GE3","3 anni e più","2022","2022",46033,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y_GE3","3 anni e più","2023","2023",45840,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2022","2022",3705,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2023","2023",3608,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y20-24","20-24 anni","2022","2022",64.3,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y20-24","20-24 anni","2023","2023",65.7,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y_GE3","3 anni e più","2022","2022",17915,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y_GE3","3 anni e più","2023","2023",18003,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y3-5","3-5 anni","2022","2022",65.4,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y3-5","3-5 anni","2023","2023",66.4,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE3","3 anni e più","2022","2022",65.6,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE3","3 anni e più","2023","2023",64.9,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y11-14","11-14 anni","2022","2022",617,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y11-14","11-14 anni","2023","2023",531,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2022","2022",2175,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2023","2023",2155,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y60-64","60-64 anni","2022","2022",41.2,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y60-64","60-64 anni","2023","2023",44.2,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y6-10","6-10 anni","2022","2022",61.5,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y6-10","6-10 anni","2023","2023",63.5,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y60-64","60-64 anni","2022","2022",2288,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y60-64","60-64 anni","2023","2023",2328,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-54","45-54 anni","2022","2022",60.7,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-54","45-54 anni","2023","2023",60.4,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","2022","2022",877,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","2023","2023",821,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y15-17","15-17 anni","2022","2022",73.2,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y15-17","15-17 anni","2023","2023",71.1,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2022","2022",4784,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2023","2023",4695,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","2022","2022",67.2,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","2023","2023",70.1,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2022","2022",4369,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2023","2023",4347,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y25-34","25-34 anni","2022","2022",70.4,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y25-34","25-34 anni","2023","2023",69.8,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2022","2022",1472,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2023","2023",1454,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y15-17","15-17 anni","2022","2022",71.4,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y15-17","15-17 anni","2023","2023",72.8,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2022","2022",4501,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2023","2023",4411,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y15-17","15-17 anni","2022","2022",60.9,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y15-17","15-17 anni","2023","2023",65.6,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2022","2022",67.7,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2023","2023",64.1,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2022","2022",2495,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2023","2023",2469,,
